EIN2,CENSUS_REGION,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,CONGRESS_DISTRICT_NAME,SUBSECTOR,EXPENSE_CATEGORY,GOVERNMENT_GRANT_DOLLAR_AMOUNT,PROFIT_MARGIN,PROFIT_MARGIN_NOGOVTGRANT,AT_RISK_NUM
EIN-95-2408642,Pacific,Los Angeles County,California,30th Congressional district,Human services,$10M or more,21482221,0.083597830571533,-0.792294744400973,1
EIN-06-1435919,New England,South Central Connecticut Planning Region,Connecticut,3rd Congressional district,Hospitals,$10M or more,867,-1.02767120374645,-1.02778529308195,1
EIN-56-1857162,South Atlantic,Jones County,North Carolina,3rd Congressional district,Education,$500K to $999K,813142,0.0726435376206063,-0.844542175279338,1
EIN-48-0695762,West North Central,Sedgwick County,Kansas,4th Congressional district,Education,$1M to $4.9M,315728,-0.284203208303898,-0.638803562985118,1
EIN-42-1427739,West North Central,Monroe County,Iowa,3rd Congressional district,"Public, societal benefit",$500K to $999K,111528,0.379266581717372,0.26530236873648,0
EIN-25-1557772,Mid-Atlantic,Armstrong County,Pennsylvania,15th Congressional district,Health,$1M to $4.9M,20267,-0.0399985833231376,-0.0563121003522374,1
EIN-54-1862383,South Atlantic,Virginia Beach city,Virginia,2nd Congressional district,Human services,$10M or more,316608,0.0761685036481645,0.0622259252743362,0
EIN-82-0385049,Pacific,Multnomah County,Oregon,1st Congressional district,Health,$1M to $4.9M,282404,0.131882623855158,0.0739174636250167,0
EIN-04-2642190,New England,Norfolk County,Massachusetts,4th Congressional district,Unclassified,$5M to $9.9M,381825,0.126076528876131,0.0669651662115689,0
EIN-39-1853067,East North Central,Milwaukee County,Wisconsin,4th Congressional district,Unclassified,$100K to $499K,47721,-0.212478212861484,-0.647956343593441,1
EIN-54-1949008,South Atlantic,Lee County,Virginia,9th Congressional district,Human services,$100K to $499K,293491,-0.066450364384227,-0.801204683545255,1
EIN-47-2158741,East South Central,Madison County,Mississippi,3rd Congressional district,"Arts, culture, and humanities",$1M to $4.9M,259438,0.574593501580013,0.524555004196909,0
EIN-82-4374012,West South Central,Bastrop County,Texas,10th Congressional district,Environment and animals,$100K to $499K,97546,0.561471972207185,0.368044608102668,0
EIN-38-3094394,East North Central,Wayne County,Michigan,13th Congressional district,Hospitals,$10M or more,6502968,-0.00367120031626687,-0.535936560008447,1
EIN-25-0965280,Mid-Atlantic,Allegheny County,Pennsylvania,12th Congressional district,"Arts, culture, and humanities",$10M or more,9047899,0.428783199267711,0.346503618023074,0
EIN-31-1686684,Pacific,Sonoma County,California,2nd Congressional district,"Arts, culture, and humanities",$100K to $499K,19700,0.363641344220746,0.316715577448953,0
EIN-46-0854156,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Human services,$500K to $999K,595917,0,-1,1
EIN-94-3056179,Pacific,Humboldt County,California,2nd Congressional district,"Arts, culture, and humanities",$1M to $4.9M,177922,0.102570058427456,0.00152486120071603,0
EIN-33-0866664,Pacific,San Diego County,California,50th Congressional district,Education,$10M or more,80619871,0.0370770672367671,-0.915209766079732,1
EIN-82-3605300,Pacific,King County,Washington,7th Congressional district,Health,$100K to $499K,84291,0.225680744461108,-0.0307403542822028,1
EIN-45-4526814,Pacific,Washington County,Oregon,1st Congressional district,Religion-related,$100K to $499K,37465,0.0476939234808702,-0.0272548137034259,1
EIN-94-3282558,Pacific,Honolulu County,Hawaii,1st Congressional district,Education,Less than $100K,47638,0.136756808900608,-0.629152062767292,1
EIN-41-1714652,West North Central,Ramsey County,Minnesota,4th Congressional district,Unclassified,$100K to $499K,76240,0.124085792661919,-0.0421614761641016,1
EIN-45-3111151,South Atlantic,New Hanover County,North Carolina,7th Congressional district,Education,$500K to $999K,22142,-0.0411167081128186,-0.0747321181868144,1
EIN-58-2544832,South Atlantic,Mitchell County,Georgia,2nd Congressional district,Education,$10M or more,14163815,0.14495431005493,-0.839549560658367,1
EIN-46-2321723,South Atlantic,Marion County,Florida,3rd Congressional district,Human services,$100K to $499K,16935,-0.103329461296789,-0.186333181392659,1
EIN-57-0521414,South Atlantic,Greenville County,South Carolina,4th Congressional district,Education,$500K to $999K,121104,0.180174495561702,0.0365358977886791,0
EIN-75-2424925,West South Central,Lubbock County,Texas,19th Congressional district,Unclassified,$10M or more,12680899,0.165276525541467,-0.454410583974601,1
EIN-46-3722435,South Atlantic,Bibb County,Georgia,8th Congressional district,Unclassified,$10M or more,22340916,0.118816827553412,-0.830744129019046,1
EIN-01-0355212,New England,Cumberland County,Maine,1st Congressional district,"Arts, culture, and humanities",$5M to $9.9M,1537823,0.141465848533451,-0.095353842102548,1
EIN-11-2949583,Mid-Atlantic,Nassau County,New York,3rd Congressional district,"Arts, culture, and humanities",$1M to $4.9M,1019244,0.030140425824888,-0.403030022278076,1
EIN-23-9233412,Mid-Atlantic,Philadelphia County,Pennsylvania,2nd Congressional district,"Public, societal benefit",$5M to $9.9M,7281592,0.156666217842033,-0.637218283044078,1
EIN-31-1374523,East North Central,Scioto County,Ohio,2nd Congressional district,Health,$10M or more,1283209,-0.767154549644109,-0.791515804471546,1
EIN-23-7110603,Mid-Atlantic,Steuben County,New York,23rd Congressional district,Unclassified,$100K to $499K,10000,0.300174152324407,0.238198236165426,0
EIN-52-1260918,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Unclassified,$10M or more,2443299,0.00871326708916502,-0.213453357128835,1
EIN-94-2891496,Pacific,Mendocino County,California,2nd Congressional district,Health,$10M or more,7393976,0.0439072603353725,-0.555500123748761,1
EIN-94-1603047,Pacific,San Mateo County,California,16th Congressional district,"Public, societal benefit",$100K to $499K,35270,0.0656608086479201,-0.0146393550487561,1
EIN-37-0709324,East North Central,Iroquois County,Illinois,2nd Congressional district,Human services,$5M to $9.9M,555008,0.0209979938152781,-0.0549068783730169,1
EIN-22-2557426,Mid-Atlantic,Onondaga County,New York,22nd Congressional district,Unclassified,$1M to $4.9M,156050,0.103867541166424,0.0124679471785903,0
EIN-02-0804223,East North Central,Cook County,Illinois,3rd Congressional district,Education,Less than $100K,35307,-0.0565326988982355,-1.05653269889824,1
EIN-46-4310423,East North Central,Cuyahoga County,Ohio,7th Congressional district,Human services,$100K to $499K,6644,0.208595151591645,0.178646448437204,0
EIN-95-2679980,West South Central,Stephens County,Oklahoma,4th Congressional district,Unclassified,$100K to $499K,5937,0.0271398214176253,0.0119761549620972,0
EIN-57-0965673,South Atlantic,Charleston County,South Carolina,1st Congressional district,"Public, societal benefit",Less than $100K,8520,0.44078656650464,-0.500441891294742,1
EIN-47-5143402,South Atlantic,DeKalb County,Georgia,4th Congressional district,Health,$100K to $499K,23227,-0.0193331275868046,-0.117529181481121,1
EIN-73-0792786,West South Central,Jackson County,Oklahoma,3rd Congressional district,"Arts, culture, and humanities",$100K to $499K,17000,0.406027456468942,0.318553698596303,0
EIN-23-1944578,Mid-Atlantic,Camden County,New Jersey,1st Congressional district,Unclassified,$500K to $999K,244352,0.130746925878456,-0.12765271203719,1
EIN-94-2638257,Pacific,San Francisco County,California,11th Congressional district,"Arts, culture, and humanities",$100K to $499K,97660,0.192610566303808,0.0169491830288728,0
EIN-59-2925070,South Atlantic,Polk County,Florida,11th Congressional district,Human services,$500K to $999K,58034,0.17199009750922,0.113349163845804,0
EIN-04-2512171,New England,Essex County,Massachusetts,6th Congressional district,Unclassified,$10M or more,11689228,-0.0363534407789953,-0.881918229280522,1
EIN-95-3872771,Pacific,San Bernardino County,California,23rd Congressional district,Unclassified,$500K to $999K,45007,0.0998311082054458,0.0353038331842268,0
EIN-26-3685962,West North Central,Ramsey County,Minnesota,4th Congressional district,Health,$100K to $499K,268970,0.281732617699047,-0.58583418271898,1
EIN-81-1806665,East South Central,Shelby County,Tennessee,8th Congressional district,Education,Less than $100K,10449,0.542564557102271,0.459872903823173,0
EIN-26-0058960,West North Central,Sedgwick County,Kansas,4th Congressional district,Education,$500K to $999K,81100,0.128944785403443,0.035403731722874,0
EIN-91-0939479,Pacific,Clark County,Washington,3rd Congressional district,Hospitals,$10M or more,102431704,-0.0537424157781024,-0.0848627177331837,1
EIN-33-0896568,Pacific,Los Angeles County,California,28th Congressional district,Human services,$1M to $4.9M,1919245,0.00233811831633189,-0.820438172117918,1
EIN-46-4776909,East South Central,Madison County,Alabama,5th Congressional district,"Public, societal benefit",$500K to $999K,190,0.0655678374587444,0.0652257287365925,0
EIN-56-1837740,South Atlantic,Davidson County,North Carolina,6th Congressional district,Unclassified,$100K to $499K,65986,-0.0584849680337659,-0.415090872734937,1
EIN-59-3076558,South Atlantic,Leon County,Florida,2nd Congressional district,Unclassified,$1M to $4.9M,475066,0.178879127595271,-0.201154822720793,1
EIN-51-0190369,West South Central,Dallas County,Texas,32nd Congressional district,Human services,$10M or more,3750425,0.0471074087784398,-0.0335999300357426,1
EIN-57-0368721,South Atlantic,Florence County,South Carolina,7th Congressional district,"Public, societal benefit",$500K to $999K,1765,0.064234524288482,0.0624636929408542,0
EIN-23-7364664,West North Central,Pennington County,South Dakota,Congressional district (at large),Human services,$100K to $499K,183932,-0.168548516708765,-0.609762591843637,1
EIN-59-1709871,South Atlantic,Surry County,North Carolina,5th Congressional district,Unclassified,$100K to $499K,303485,0.0245801428479506,-0.824464320185316,1
EIN-51-0099181,South Atlantic,Sussex County,Delaware,Congressional district (at large),Unclassified,$1M to $4.9M,786087,-0.194806098369107,-1.09138885372149,1
EIN-54-1956722,South Atlantic,Waynesboro city,Virginia,6th Congressional district,Human services,$100K to $499K,38000,0.0164938524959047,-0.154520170653994,1
EIN-27-2797033,West South Central,Dallas County,Texas,30th Congressional district,"Arts, culture, and humanities",$500K to $999K,316115,0.0169780658831557,-0.388477951088497,1
EIN-74-1303720,West South Central,Jefferson County,Texas,36th Congressional district,Unclassified,$10M or more,11887339,0.0496263877867832,0.014918155170976,0
EIN-74-2340423,West South Central,Presidio County,Texas,23rd Congressional district,"Arts, culture, and humanities",$1M to $4.9M,770444,-0.224158308329441,-0.440446847263646,1
EIN-22-2505101,Mid-Atlantic,Montgomery County,Pennsylvania,5th Congressional district,Religion-related,$100K to $499K,158142,0.32329715340152,0.0875830593257476,0
EIN-43-1985190,Pacific,Multnomah County,Oregon,3rd Congressional district,Education,$500K to $999K,3155,0.458059197124026,0.455034631515878,0
EIN-20-5189202,Mid-Atlantic,Philadelphia County,Pennsylvania,3rd Congressional district,"Public, societal benefit",$10M or more,1826265,0.57531892791318,0.540212732664939,0
EIN-20-0481583,Mid-Atlantic,Washington County,New York,21st Congressional district,Health,$10M or more,389443,-0.063627808095317,-0.0809110540115914,1
EIN-95-3294319,Pacific,Orange County,California,45th Congressional district,"Public, societal benefit",$1M to $4.9M,1532391,0.00566568746010079,-0.988499945503522,1
EIN-26-2119427,Mountain,Mohave County,Arizona,9th Congressional district,Health,$100K to $499K,390678,0.0358922515835946,-0.963987459210442,1
EIN-84-5064858,Mountain,Salt Lake County,Utah,3rd Congressional district,"Arts, culture, and humanities",Less than $100K,4297,0.56414629524351,-0.250142126208073,1
EIN-94-3061583,Pacific,Alameda County,California,12th Congressional district,Unclassified,$1M to $4.9M,836296,-0.0139241114846001,-0.632433631754696,1
EIN-34-1251206,East North Central,Cuyahoga County,Ohio,11th Congressional district,Unclassified,$1M to $4.9M,1136221,-0.00402560300018574,-0.674008709265609,1
EIN-30-0869335,South Atlantic,Hampton city,Virginia,3rd Congressional district,Human services,$100K to $499K,28953,0.0291501059247454,-0.0635036449632944,1
EIN-31-1046788,East North Central,Franklin County,Ohio,3rd Congressional district,Human services,$1M to $4.9M,1297497,0.193527102920191,-0.576347729086502,1
EIN-11-1797183,Mid-Atlantic,Nassau County,New York,3rd Congressional district,Human services,$5M to $9.9M,2543310,0.0637075357361464,-0.18509475394418,1
EIN-80-0061139,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),"Arts, culture, and humanities",$500K to $999K,401264,-0.634699027873618,-1.41909339880639,1
EIN-38-3731356,East South Central,Knox County,Tennessee,2nd Congressional district,Human services,$100K to $499K,118500,0.240664657208133,-0.0437153224413001,1
EIN-27-0445486,West North Central,St. Louis County,Missouri,1st Congressional district,Health,$5M to $9.9M,424435,0.0532154041365679,0.0119309446932105,0
EIN-46-5187948,South Atlantic,Baltimore County,Maryland,2nd Congressional district,Human services,$100K to $499K,32802,0.265946018530952,0.203021350879549,0
EIN-20-2002652,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),"Public, societal benefit",$100K to $499K,33200,0.138025118575162,0.0375992159519892,0
EIN-22-2879323,Mid-Atlantic,Mercer County,New Jersey,12th Congressional district,"Public, societal benefit",$1M to $4.9M,475777,0.0812386864270187,-0.137238748878401,1
EIN-36-2807341,East North Central,Cook County,Illinois,5th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,570972,-0.338947933852588,-0.647502557454229,1
EIN-23-7091186,Mid-Atlantic,Philadelphia County,Pennsylvania,3rd Congressional district,Education,$10M or more,79548,0.0963979544600762,0.0911717599966047,0
EIN-43-0797224,West North Central,Greene County,Missouri,7th Congressional district,"Arts, culture, and humanities",$500K to $999K,85965,0.0314889992201823,-0.0569503570906831,1
EIN-58-1615767,South Atlantic,Yancey County,North Carolina,11th Congressional district,Environment and animals,$500K to $999K,35625,-0.088905347762279,-0.158708605443576,1
EIN-80-0875881,Pacific,Alameda County,California,12th Congressional district,"Public, societal benefit",$1M to $4.9M,157814,-0.195216995345929,-0.277863285417052,1
EIN-36-3391966,East North Central,Cook County,Illinois,10th Congressional district,"Public, societal benefit",$100K to $499K,13926,0.11528451241245,0.057569729371296,0
EIN-52-1433850,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Unclassified,$500K to $999K,47133,0.124905922503096,0.0679665368004591,0
EIN-42-1625836,West North Central,Hennepin County,Minnesota,5th Congressional district,Education,$10M or more,13829993,-0.0371213140861893,-1.0116924638059,1
EIN-23-7328374,West North Central,Cole County,Missouri,3rd Congressional district,Human services,$1M to $4.9M,381545,0.257869325587174,0.174780963314989,0
EIN-77-0541235,Pacific,Santa Barbara County,California,24th Congressional district,Education,$1M to $4.9M,147618,0.279991596613315,0.205799543040719,0
EIN-45-2102291,Mountain,Davis County,Utah,1st Congressional district,Human services,$500K to $999K,196123,-0.309312245467459,-0.720808881074424,1
EIN-41-0694721,West North Central,Hennepin County,Minnesota,5th Congressional district,Universities,$10M or more,12313906,-0.00267843545377534,-0.0946322728711303,1
EIN-38-3773347,West South Central,Medina County,Texas,23rd Congressional district,Human services,$100K to $499K,155000,-0.127091267506786,-0.926959160293526,1
EIN-34-1939330,East North Central,Lorain County,Ohio,5th Congressional district,Education,$100K to $499K,291091,0.263665922932762,-0.1731079424479,1
EIN-27-2824123,East South Central,Davidson County,Tennessee,6th Congressional district,Human services,$100K to $499K,414914,-0.00803298996900563,-1.00803298996901,1
EIN-26-4810482,Mountain,Denver County,Colorado,1st Congressional district,Human services,Less than $100K,96850,0.42651897703209,-0.20452842482489,1
EIN-04-3731037,Mountain,Ada County,Idaho,2nd Congressional district,"Arts, culture, and humanities",$100K to $499K,70722,0.227351620108206,-0.0206243403682367,1
EIN-52-1070776,South Atlantic,Wicomico County,Maryland,1st Congressional district,Human services,$500K to $999K,686880,0.223037091055859,-0.40703844866097,1
EIN-54-1214253,South Atlantic,Lynchburg city,Virginia,5th Congressional district,Religion-related,$100K to $499K,54500,-0.0187761684706758,-0.131462126146244,1
EIN-01-0329748,New England,Lincoln County,Maine,1st Congressional district,Unclassified,$100K to $499K,71748,0.492780336970303,0.265937165061068,0
EIN-46-1789616,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),"Arts, culture, and humanities",$1M to $4.9M,22120,-1.62164010265415,-1.66832410346458,1
EIN-27-3044487,Pacific,Sonoma County,California,2nd Congressional district,Human services,$1M to $4.9M,141437,-0.194798564615379,-0.236633483552589,1
EIN-93-0742686,Pacific,Benton County,Oregon,4th Congressional district,Unclassified,$5M to $9.9M,340677,-0.0401165321522032,-0.0978197647337799,1
EIN-43-1111465,West North Central,Wright County,Missouri,8th Congressional district,Human services,$100K to $499K,325527,0.116680697417531,-0.675351944759393,1
EIN-44-0605373,West North Central,Jackson County,Missouri,5th Congressional district,Environment and animals,$10M or more,20818033,0.174778699571214,0.164637566615028,0
EIN-62-1873070,East South Central,Scott County,Tennessee,6th Congressional district,Human services,$500K to $999K,337376,-0.0493844242644825,-0.556788478371379,1
EIN-20-8311335,New England,Plymouth County,Massachusetts,9th Congressional district,Education,Less than $100K,2310,-0.427461534555426,-0.466561722439446,1
EIN-74-2252691,West South Central,Travis County,Texas,37th Congressional district,"Arts, culture, and humanities",$500K to $999K,364252,0.101861813562658,-0.337965226988146,1
EIN-64-6010402,East South Central,Winston County,Mississippi,3rd Congressional district,Health,$10M or more,3955030,0.00900055712470566,-0.114504006779303,1
EIN-11-3293868,Mid-Atlantic,Kings County,New York,9th Congressional district,"Arts, culture, and humanities",Less than $100K,15000,-0.0926099652497919,-0.290805068509441,1
EIN-76-0774777,Pacific,Polk County,Oregon,6th Congressional district,Religion-related,$100K to $499K,21676,0.691157627530148,0.672429330400305,0
EIN-75-6012849,West South Central,Collin County,Texas,4th Congressional district,Education,$5M to $9.9M,348145,-0.154751000229276,-0.219858006154164,1
EIN-47-5494358,South Atlantic,New Castle County,Delaware,Congressional district (at large),Human services,$1M to $4.9M,146630,0.163503205479857,0.0494069531561857,0
EIN-84-1462870,Mountain,Boulder County,Colorado,2nd Congressional district,Education,$10M or more,20802076,0.0357738106765836,-0.901122857682034,1
EIN-56-1100476,South Atlantic,Wilson County,North Carolina,1st Congressional district,Unclassified,$500K to $999K,949758,0.0702460934511664,-0.925066362337841,1
EIN-83-1265253,Pacific,Los Angeles County,California,28th Congressional district,Environment and animals,$500K to $999K,92349,0.218893064417288,0.114862703219062,0
EIN-25-1468621,Mid-Atlantic,Fayette County,Pennsylvania,14th Congressional district,Human services,$100K to $499K,198998,-0.0259711193839306,-0.653256082991581,1
EIN-84-4289590,Pacific,King County,Washington,7th Congressional district,Unclassified,$100K to $499K,21272,0.138402542630629,0.0844882296883554,0
EIN-25-6067678,Mid-Atlantic,Allegheny County,Pennsylvania,12th Congressional district,Unclassified,$100K to $499K,158586,0.185164397588077,-0.215776100724335,1
EIN-84-1318849,Mountain,El Paso County,Colorado,5th Congressional district,Human services,$100K to $499K,271928,0.00963144191057641,-0.600729484647154,1
EIN-31-1009816,East South Central,Madison County,Kentucky,6th Congressional district,Human services,Less than $100K,5472,0.461105296864993,0.4183679845046,0
EIN-36-2919569,East North Central,Ogle County,Illinois,16th Congressional district,Human services,$1M to $4.9M,867675,0.112565000894646,-0.155573829613059,1
EIN-45-2773364,East North Central,Cook County,Illinois,3rd Congressional district,Unclassified,$1M to $4.9M,39022,0.0694239094653465,0.0583881885942536,0
EIN-94-3076071,Mountain,Bonneville County,Idaho,2nd Congressional district,Health,$500K to $999K,338514,0.0610462862459296,-0.407622721130629,1
EIN-43-1873533,West North Central,St. Louis city,Missouri,1st Congressional district,Education,$1M to $4.9M,632064,-0.102178628960086,-0.554703418650439,1
EIN-74-2746185,West South Central,Travis County,Texas,37th Congressional district,Human services,$5M to $9.9M,1268131,0.913079269669592,0.90155802472162,0
EIN-91-1185965,Pacific,King County,Washington,9th Congressional district,Unclassified,$1M to $4.9M,1412618,0.157312376298798,-0.817881455330189,1
EIN-20-2306300,Mid-Atlantic,Bergen County,New Jersey,5th Congressional district,Health,Less than $100K,20000,-0.0728072918993789,-0.519614851883294,1
EIN-84-2577542,West South Central,Oklahoma County,Oklahoma,5th Congressional district,Religion-related,$100K to $499K,21647,0.0424975761558569,-0.0212944653839693,1
EIN-41-1984081,South Atlantic,Alexandria city,Virginia,8th Congressional district,"Public, societal benefit",$1M to $4.9M,643005,0.17949249165579,0.0308158308197616,0
EIN-80-0382109,Mid-Atlantic,Broome County,New York,19th Congressional district,"Public, societal benefit",$500K to $999K,570648,0.0338662436952928,-0.923942361758017,1
EIN-16-1208385,Mid-Atlantic,Wayne County,New York,24th Congressional district,Human services,$1M to $4.9M,899028,0.11454421103398,-0.640828514726369,1
EIN-31-1509536,East South Central,Shelby County,Tennessee,9th Congressional district,Human services,$500K to $999K,212539,-0.170105776461791,-0.625475908377059,1
EIN-30-0274709,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Education,$10M or more,1319219,0.433271566444318,0.358963222011175,0
EIN-52-2441482,East South Central,Obion County,Tennessee,8th Congressional district,Human services,$500K to $999K,186223,-0.0810622482282994,-0.431773282585073,1
EIN-20-2343008,Mountain,Summit County,Colorado,2nd Congressional district,Environment and animals,$500K to $999K,60400,0.196831603114695,0.105719828275423,0
EIN-27-1399385,Pacific,Marin County,California,2nd Congressional district,"Arts, culture, and humanities",$100K to $499K,25000,0.020157816112616,-0.13480694490073,1
EIN-06-1507648,New England,Western Connecticut Planning Region,Connecticut,4th Congressional district,Unclassified,$1M to $4.9M,2379629,0.698397754532801,0.455463893277013,0
EIN-62-0478092,East South Central,Unicoi County,Tennessee,1st Congressional district,Human services,$500K to $999K,5000,0.137517026458084,0.13235749370537,0
EIN-55-0534204,South Atlantic,Webster County,West Virginia,1st Congressional district,Unclassified,$1M to $4.9M,604889,0.108741615604477,-0.337655446637644,1
EIN-27-0379818,Mid-Atlantic,Passaic County,New Jersey,9th Congressional district,Human services,$1M to $4.9M,4716305,0.0542186261669606,-0.876745271706035,1
EIN-20-3476310,East North Central,Franklin County,Ohio,15th Congressional district,"Public, societal benefit",$1M to $4.9M,4043937,0.0323272949201106,-0.775008998825511,1
EIN-62-1583230,East South Central,Knox County,Tennessee,2nd Congressional district,Education,Less than $100K,12000,0.0402716844728826,-0.134632482618898,1
EIN-94-1723809,Pacific,Siskiyou County,California,1st Congressional district,Human services,$1M to $4.9M,494783,0.000955942217730961,-0.193367787575029,1
EIN-13-4024627,Mid-Atlantic,New York County,New York,12th Congressional district,Education,$1M to $4.9M,389985,0.0299382381356099,-0.130251976576825,1
EIN-20-1106153,East North Central,Oakland County,Michigan,12th Congressional district,"Arts, culture, and humanities",$100K to $499K,75622,0.220237521320065,0.0945247744977109,0
EIN-46-4432375,Mid-Atlantic,Sullivan County,New York,19th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,677936,0.297859298097352,-0.150433688364641,1
EIN-45-4165030,South Atlantic,Richland County,South Carolina,6th Congressional district,"Public, societal benefit",$1M to $4.9M,75000,0.177060166335153,0.126999425970177,0
EIN-54-1017565,South Atlantic,Winchester city,Virginia,6th Congressional district,Unclassified,Less than $100K,53785,0.304887390838057,-0.179841202606368,1
EIN-82-1125926,Pacific,San Diego County,California,51st Congressional district,Unclassified,Less than $100K,5000,0.839,-0.161,1
EIN-94-2207895,Pacific,Humboldt County,California,2nd Congressional district,Unclassified,$1M to $4.9M,517006,-0.445878547330408,-0.982074462954685,1
EIN-46-2857532,Pacific,San Diego County,California,48th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,179900,0.064944678417012,-0.0611621738325828,1
EIN-86-1964212,East South Central,Blount County,Alabama,4th Congressional district,Human services,$100K to $499K,29057,0.0139285128709625,-0.105177078209543,1
EIN-20-0412800,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Education,$10M or more,1609100,0.00336152539696005,-0.118408634806741,1
EIN-23-1719860,Mid-Atlantic,Philadelphia County,Pennsylvania,3rd Congressional district,"Public, societal benefit",$1M to $4.9M,1976251,0.132146839112499,-0.654790309478681,1
EIN-45-0347717,West North Central,Grand Forks County,North Dakota,Congressional district (at large),Human services,$100K to $499K,71513,0.168082797212032,-0.127026703586476,1
EIN-61-1159549,East South Central,Jefferson County,Kentucky,3rd Congressional district,Education,$5M to $9.9M,2040222,0.0833914865075634,-0.141493148654063,1
EIN-58-1596812,South Atlantic,Polk County,North Carolina,14th Congressional district,Education,$500K to $999K,30762,0.19248110658712,0.147652786723753,0
EIN-42-0419035,West North Central,Mitchell County,Iowa,2nd Congressional district,Human services,$100K to $499K,45113,-0.0659489844936492,-0.200553180189346,1
EIN-34-1872331,East North Central,Cuyahoga County,Ohio,11th Congressional district,Human services,$100K to $499K,80292,0.248467326180856,0.073664135432632,0
EIN-54-0505986,South Atlantic,Henrico County,Virginia,1st Congressional district,Unclassified,$10M or more,8673811,0.0500821399471538,-0.146381723379875,1
EIN-54-1473693,South Atlantic,Alexandria city,Virginia,8th Congressional district,Human services,$1M to $4.9M,545353,0.0240422312780925,-0.330236537513326,1
EIN-91-1669492,Pacific,King County,Washington,7th Congressional district,Human services,$500K to $999K,592835,0.235010788400179,-0.588121929749048,1
EIN-58-1727604,South Atlantic,Clayton County,Georgia,13th Congressional district,"Arts, culture, and humanities",$100K to $499K,86045,-0.218985562795452,-0.533081457956889,1
EIN-87-0502896,Mountain,Grand County,Utah,3rd Congressional district,"Arts, culture, and humanities",$500K to $999K,70995,0.253081290054513,0.172921455895437,0
EIN-03-0359691,New England,Addison County,Vermont,Congressional district (at large),Human services,$100K to $499K,96576,-0.0349628127112914,-0.361453684922245,1
EIN-75-3018876,West North Central,St. Louis city,Missouri,1st Congressional district,Education,$100K to $499K,39730,-0.217696193379763,-0.344796808568495,1
EIN-64-0371389,East South Central,Rankin County,Mississippi,3rd Congressional district,Health,$100K to $499K,230544,-0.165557910021866,-1.13871980819073,1
EIN-81-5284563,Mountain,Weber County,Utah,1st Congressional district,"Arts, culture, and humanities",$100K to $499K,153700,0.744405509237934,0.373730552829019,0
EIN-26-2213868,Pacific,Los Angeles County,California,34th Congressional district,Health,$500K to $999K,119124,0.298798773473842,0.198338994828755,0
EIN-23-1907197,Mid-Atlantic,Chester County,Pennsylvania,6th Congressional district,Unclassified,$500K to $999K,106621,0.176168115968381,0.0792359687441759,0
EIN-01-0546327,New England,Penobscot County,Maine,2nd Congressional district,Health,$5M to $9.9M,3503161,0.220786424213351,-0.224261398125321,1
EIN-57-1024216,South Atlantic,Aiken County,South Carolina,2nd Congressional district,"Arts, culture, and humanities",$100K to $499K,22663,0.76599194132504,0.737641467774682,0
EIN-34-4455701,East North Central,Allen County,Ohio,4th Congressional district,Health,$10M or more,1780259,0.0881518199538228,-0.0686246312106366,1
EIN-45-3463744,Pacific,Multnomah County,Oregon,3rd Congressional district,Human services,$1M to $4.9M,593165,0.185748368055148,0.0239612844557679,0
EIN-04-2104809,New England,Worcester County,Massachusetts,1st Congressional district,"Arts, culture, and humanities",$10M or more,4812877,0.319881418356278,0.0587067589691884,0
EIN-27-1273797,Mid-Atlantic,Erie County,New York,26th Congressional district,"Public, societal benefit",$100K to $499K,46740,0.0938706887938786,-0.0671568002590772,1
EIN-85-0481224,Mountain,Bernalillo County,New Mexico,1st Congressional district,Human services,$1M to $4.9M,104443,0.062343268368763,-0.00178806076459247,1
EIN-72-1362414,East South Central,Mobile County,Alabama,2nd Congressional district,"Public, societal benefit",Less than $100K,65478,-0.0723471193550502,-0.930680998885757,1
EIN-81-0453993,Mountain,Deer Lodge County,Montana,1st Congressional district,Human services,$100K to $499K,107582,8.8659332688588,13.2011202450032,0
EIN-87-2355082,West North Central,Story County,Iowa,4th Congressional district,"Arts, culture, and humanities",Less than $100K,3500,-0.0300485399491486,-0.299714924108175,1
EIN-20-0502368,Pacific,King County,Washington,9th Congressional district,Education,$500K to $999K,174093,-0.0837605300586904,-0.28705518019333,1
EIN-43-1962561,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),"Public, societal benefit",$10M or more,14498173,0.0313566929294558,-0.938779942942086,1
EIN-84-3797085,South Atlantic,Fairfax County,Virginia,8th Congressional district,Unclassified,$1M to $4.9M,10000,-0.197139985562331,-0.207110751277255,1
EIN-20-3901260,East North Central,Ottawa County,Michigan,4th Congressional district,Religion-related,$1M to $4.9M,63347,0.245849864120754,0.212416022192467,0
